audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-07619,SITE-004,2024-10-15,2024-10-22,83.9,Emergency Response,Ask now goal I join entire show individual of not company break executive hot central soon us common take contain single.,Use which hit director should student spend green cut friend.,Joseph Johnson,Closed
AUD-05859,SITE-004,2024-06-28,,81.2,Environmental Monitoring,State police certainly story home so deal view.,Speak reveal everything seem station Mrs per Mr through suffer my include executive college.,Kristen Price,In Progress
AUD-06568,SITE-005,2024-02-09,2024-02-26,86.9,Environmental Monitoring,Still guy billion increase father tonight mouth.,Mean provide generation phone drug recent able hair form do former.,David Castro,Closed
AUD-08688,SITE-003,2025-08-04,,42.6,Documentation,No believe always look seek TV support black than.,,Matthew Peters,Open
AUD-08518,SITE-004,05/27/2025,2025-06-22,83.1,Personnel Training,Behavior can show recognize hospital into discussion control.,Goal world benefit much really energy impact society player conference.,Stephanie Hernandez,Closed
AUD-04683,SITE-006,2026-02-23,,73.9,Environmental Monitoring,Time cultural challenge interview especially culture strategy clearly number business arrive investment cut million candidate same wait ball happen this.,,Christina Moore,In Progress
AUD-03357,SITE-001,15-Jan-2025,,93.4,Documentation,Buy future economy oil upon past whole.,,Robert Harrison,Open
AUD-06870,SITE-005,2025-04-23,,77.4,Leak Detection,Occur top vote beautiful Democrat little produce just part consumer coach garden.,Interest fact to watch color help kid president get around so institution what.,Daniel Fox,In Progress
AUD-05292,SITE-006,2024-11-08,,47.4,Documentation,Natural though understand carry benefit air five drop economy technology especially.,Either walk next big student necessary.,Malik Hall,Open
AUD-05182,SITE-003,2025-06-09,,54.1,Environmental Monitoring,Leader child voice before prepare safe finish everybody.,Age democratic world cut eat act shoulder.,Casey Hicks,Open
AUD-03307,SITE-001,2026-05-22,2026-06-07,92.5,Safety Equipment,Blue indicate almost later sense civil others north bring think.,,Katherine Melendez,Closed
AUD-04521,SITE-003,10/09/2025,,66.1,Maintenance Backlog,Plant serious lay think price research return thus herself son among.,Cell commercial father exist raise line fish popular somebody down from.,Brandi Carter DDS,Open
AUD-00176,SITE-002,2024-08-28,2024-09-10,71.1,Environmental Monitoring,Trial effect side include wall reach feeling.,Special choice follow agreement month stay project collection.,Shelly Horton,Closed
AUD-03635,SITE-002,2024-09-13,,83.7,Containment Integrity,Into structure allow past wait work table.,Article resource senior if market state financial response cut.,Jocelyn Roberts,Open
AUD-02004,SITE-006,2026-06-02,,77.1,Personnel Training,Capital mention direction marriage gun such imagine write.,Young sell major gas share many bed young many realize four time smile.,Brandon Taylor,Open
AUD-08107,SITE-006,2026-01-02,,59.6,Maintenance Backlog,Same gas goal father stop cold debate teach enough institution organization a serious.,Agree put avoid need these player marriage term soldier moment student term under meet onto alone.,Shannon Kelley,Open
AUD-00397,SITE-006,2024-04-08,,67.2,Environmental Monitoring,Themselves science allow quickly somebody tough although source already science capital situation.,Table way prove phone worker member those stay their card.,Terry Torres,In Progress
AUD-06950,SITE-002,2024-10-19,2024-10-29,71.8,Personnel Training,Action behavior commercial several too sign coach hot message speech.,Dinner focus guy leg toward suddenly both around tend song service again imagine.,Seth Marsh,Closed
AUD-06198,SITE-003,09/02/2026,,39.6,Environmental Monitoring,Bring nearly especially teacher support mention international article consider management.,,Katherine Williams,Open
AUD-08415,SITE-006,2026-06-02,,80.2,Personnel Training,Say yard say technology heavy start western military continue national fire southern few remember skill.,,Anthony Schaefer,Open
AUD-04629,SITE-003,2024-09-18,,72.1,Safety Equipment,Training give face people resource others whose give produce more.,,Whitney Boyer,Open
AUD-07156,SITE-003,19/06/2024,2024-08-14,58.5,Leak Detection,A member financial quite affect card cover several impact attorney career off policy president.,Public black money customer pay.,Jessica Brown,Closed
AUD-07497,SITE-004,2025-07-20,08/10/2025,87.0,Containment Integrity,State pattern then clear black ten religious throughout down across doctor consider week western commercial event upon government number church indicate pick.,,Lindsey Morris,Closed
AUD-02322,SITE-006,2025-01-25,,86.0,Documentation,Knowledge full least effect new together air together adult any enter wide character have.,,Jerry Smith,Open
AUD-02070,SITE-001,2024-06-18,2024-06-25,97.3,Emergency Response,Lawyer everybody laugh go surface although.,End few well boy would baby share start green individual.,Jeffrey Terry,Closed
AUD-00120,SITE-005,2025-04-29T00:00:00Z,2025-05-13,77.1,Leak Detection,Herself trip by of civil market point.,Land never end thus have rest until control together.,Christopher Tanner,Closed
AUD-03737,SITE-003,11/05/2025,2026-01-19,54.2,Emergency Response,Include city wall ever economy animal several administration may seek join market increase.,Put hot newspaper town coach floor get current price reach argue visit with.,Julia Ortiz,Closed
AUD-01091,SITE-006,2026-03-03,,60.6,Personnel Training,Land consumer represent able response movement story claim manager.,Require actually learn management color challenge.,Christina Forbes,Open
AUD-05943,SITE-002,2024-10-02,,71.5,Emergency Response,Student back modern tell air mother meet thought tonight ever woman.,Trade wear miss fly spring then player.,John Knox,In Progress
AUD-05270,SITE-002,2024-03-30,2024-04-10,86.8,Documentation,Western piece mean again high establish myself surface generation interview pressure.,Country maybe instead war leader best eat.,Brandon Robinson,Closed
AUD-03750,SITE-001,2024-09-18,2024-09-30,93.7,Safety Equipment,Church different rock team film price reality million difference theory a system law candidate role degree between may local capital book attack office.,,Melanie Moreno,Closed
AUD-06670,SITE-006,2024-11-21,,55.7,Maintenance Backlog,Might plan allow on necessary popular send never rather address customer protect meet try today of.,Right one within do their.,Matthew Nicholson,In Progress
AUD-05720,SITE-003,2024-12-30,,63.8,Safety Equipment,Foreign build level all recent where.,,Miranda Young,Open
AUD-08144,SITE-006,2025-12-12,,30.3,Maintenance Backlog,Development part able consider ever without television me will response.,,Jeffrey Walker,In Progress
AUD-07070,SITE-006,2026-05-20,2026-06-13,73.7,Environmental Monitoring,Eight including who city analysis place fall citizen world rest various huge happy.,Interview commercial message own enough avoid know media provide help size fly in.,Jennifer Carlson MD,Closed
AUD-04927,SITE-001,2025-09-14,,86.6,Containment Integrity,Specific pass college activity fear free front those fast happy discussion hotel four course remember general.,Feel have notice close down risk their.,Kathy Weaver,In Progress
AUD-04407,SITE-004,2024-04-02,2024-04-26,87.1,Personnel Training,Lawyer huge that others item gun may partner listen research far song capital together activity decade will boy north should actually executive begin here.,Democrat ok if others evening worker defense population.,Dr. Brendan Wilcox,Closed
AUD-08789,SITE-003,2025-11-17,,75.7,Leak Detection,Crime one scientist stock condition agent visit way institution morning thank what energy civil science that inside price what computer.,,Jonathan Alexander,Open
AUD-00958,SITE-003,09-Jan-2025,,70.4,Documentation,North family light mention staff beat use instead I.,Woman town goal might again thought.,Paula Mcdaniel MD,In Progress
AUD-06336,SITE-005,2024-09-23,,76.6,Environmental Monitoring,Hope others nearly shoulder support probably raise least billion adult answer.,,Tami Briggs,Open
AUD-07938,SITE-002,2024-08-15,2024-09-03,64.7,Leak Detection,Late be art join message season federal send south perform business.,Mrs and reveal into president since power right.,Roger Smith,Closed
AUD-05519,SITE-001,2024-08-25,,86.3,Emergency Response,Skin office if create blood half international fund two yard find enter shoulder research particular either quite management attention piece just add leader.,,Luke Harris,Open
AUD-03011,SITE-005,2024-12-05,2025-01-01,85.8,Leak Detection,Performance pull pass dark sure pressure care low responsibility deal what direction step most force effect commercial rest simply.,List most discussion score hope major not.,Mark Cox,Closed
AUD-04999,SITE-004,2025-12-21,2025-11-30,78.8,Personnel Training,During arm return late along under society thus arrive.,Federal home set control her performance maintain.,Johnny Vargas,Closed
AUD-06798,SITE-001,2024-03-13,2024-03-20,73.3,Leak Detection,Who issue beautiful economy open late rock place person any own school cultural.,Usually nearly suffer fear seven training purpose discussion up prepare result since.,Craig Rich,Closed
AUD-05646,SITE-003,2024-02-17,,54.7,Maintenance Backlog,Mind hear indeed save part though heart or daughter station skin gun summer yes safe need southern other program government culture economy walk.,,Brianna Cook,Open
AUD-03656,SITE-005,2026-07-11,10-Aug-2026,75.0,Containment Integrity,Second politics cold religious world situation understand after century interest view station guy affect.,,Anthony Robinson,Closed
AUD-07429,SITE-002,2024-04-25,,62.5,Documentation,Drive wrong check by later than identify market various away a south interesting most beyond audience a according call.,,James Salazar,In Progress
AUD-02616,SITE-003,2026-04-19T00:00:00Z,2026-07-15,80.4,Environmental Monitoring,Accept building produce themselves challenge during his experience people including operation glass.,Difficult so late stay age value free action itself son.,Anita Holt,Closed
AUD-04086,SITE-004,2025-06-22,2025-07-07,66.4,Containment Integrity,Window book author two such city skill find inside wife half professor time.,Leave center current recognize fear area.,Jessica Smith,Closed
AUD-05411,SITE-001,2026-02-19,2026-03-01,81.6,Environmental Monitoring,Bag should lose two skin treat thank give.,,Robert Jones,Closed
AUD-05039,SITE-005,2025-05-01,2025-05-22,87.5,Leak Detection,Paper mean couple whom enough speak family glass campaign amount series reduce.,White safe individual officer manager benefit safe measure become involve think walk.,Stephanie Alvarado,Closed
AUD-07348,SITE-002,2025-08-14,,96.3,Emergency Response,Two us drive left during know always trouble like choice bar work billion six Congress machine until every class along.,Race happen recent amount thought security.,Rodney Clark,In Progress
AUD-08560,SITE-002,2026-01-10,2026-01-18,88.2,Emergency Response,Teacher firm effect claim everything vote painting position grow through.,Condition role blood window I close amount agent four.,Wanda Black,Closed
