incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-01327,SITE-006,0.016347,35.473496,2025-05-26,Fire,High,50.7,Carry fall herself message family air sport give police team.,,5.8,Closed
INC-00990,SITE-006,0.054327,35.474941,2026-03-19,Leak,Medium,76.5,Old food yes create each focus public dinner will brother themselves tend.,Material Fatigue,6.2,Closed
INC-05029,SITE-005,0.504959,35.246921,2024-08-17,Leak,Critical,52.8,Prove increase western site surface difference catch near choose officer their like.,Third-party Damage,5.2,Open
INC-00201,SITE-004,-0.276618,36.058962,2024-11-22,Equipment Failure,Low,95.5,Management everyone main toward son yet fast main report.,Third-party Damage,9.5,Under Investigation
INC-02710,SITE-002,-4.02768,39.646484,2025-11-07,,Medium,78.3,Car back north remain do.,Sensor Malfunction,16.6,Under Investigation
INC-05035,SITE-001,-1.267176,36.838642,2025-08-04,Fire ,Medium,66.6,Effort star certain approach increase moment stay my.,Sensor Malfunction,3.6,Closed
INC-03700,SITE-004,-0.33066,36.107482,2025-02-20,Spill,High,42.6,Network claim others majority drive score hour lawyer about art relate challenge career raise large write.,Corrosion,12.0,Under Investigation
INC-02832,SITE-001,-1.315115,36.847961,2025-06-19,Equipment Failure,Medium,64.4,Occur a doctor resource year test enter.,Material Fatigue,1.9,Closed
INC-00744,SITE-004,-0.282733,36.052596,08-Sep-2024,Near Miss,Medium,66.4,Statement long mouth reach phone red baby.,Valve Failure,5.5,Under Investigation
INC-02988,SITE-001,-1.305647,36.837348,12/03/2024,,Medium,66.8,Fill race similar write world.,Valve Failure,4.4,Closed
INC-01501,SITE-003,-2.317407,37.872992,2025-01-17,Leak,Lo,80.7,Customer whom tree race scientist center office.,,17.2,Closed
INC-05687,SITE-004,-0.287485,36.107097,2025-08-13,near miss,Critical,44.0,Trip majority very doctor sport establish necessary picture shake area interesting.,Sensor Malfunction,10.7,Open
INC-04883,SITE-003,-2.318458,37.830471,2025-12-05,Leak,Hi,81.1,Head theory through every.,,34.9,Closed
INC-01816,SITE-005,0.497207,35.28759,2025-02-09,Equipment Failure,High,39.4,Manager nature realize fact person sister wind.,Operator Error,3.7,Under Investigation
INC-03847,SITE-005,0.495742,35.284188,2024-06-03,Leak,Medium,72.4,Event those toward off put sign none build.,Third-party Damage,6.3,Open
INC-05360,SITE-001,-1.277465,36.840273,2026-04-26,Equipment Failure,Medium,65.7,Wide inside over important yourself quality five less week positive phone that citizen live along picture.,Material Fatigue,2.3,Under Investigation
INC-02514,SITE-002,-4.060671,39.655249,2025-03-31,Spill,Medium,68.0,Look responsibility drug area defense social sort professor.,Operator Error,21.7,Open
INC-04165,SITE-003,-2.269196,37.827231,2024-03-08,Near Miss,High,47.6,Western debate two market business out statement institution name foreign agree evidence choose ago type adult own sometimes the.,Operator Error,1.6,Open
INC-01438,SITE-007,-0.080211,34.788814,2024-08-07,Near Miss,,84.6,Weight window few agency government month agreement fly lay impact officer church continue century plan field identify particular.,Valve Failure,7.4,Under Investigation
INC-04012,SITE-002,-4.020867,39.648187,2025-10-26,Near Miss,Low,78.4,Itself president also point should word design use large.,Third-party Damage,5.3,Open
INC-01630,SITE-001,-1.314292,36.810226,2024-09-13,Fire,Medium,64.7,Range choose game.,,9.2,Under Investigation
INC-00454,SITE-006,0.056583,35.462926,01-Aug-2025,Leak,High,64.5,Degree suddenly not trial standard may born and.,Corrosion,4.9,Closed
INC-02512,SITE-001,-1.266886,36.845366,2025-07-07,fire,High,79.5,Idea with goal trial enough sure evidence.,Corrosion,3.6,Open
INC-05381,SITE-002,-4.067643,39.655526,2026-02-03,Near Miss,Medium,72.5,Recent fight contain anyone Republican well not detail start.,Valve Failure,25.0,Under Investigation
INC-02150,SITE-003,-2.306179,37.870798,2023-08-20,Equipment Failure,High,70.4,Five bed shake possible between hour out material course.,,8.7,Under Investigation
INC-05622,SITE-003,-2.318769,37.833516,2026-08-14,Spill, Critical,30.2,Especially station sing eight trouble office answer break main bag high laugh yeah reality pull fight me clear green sign.,Operator Error,6.2,Under Investigation
INC-00639,SITE-006,0.03043,35.474871,2023-11-30,Leak,Low,86.5,Market size marriage and young tough.,Sensor Malfunction,5.4,Under Investigation
INC-03486,SITE-003,-2.300403,37.83561,2024-06-07,Spill,High,70.8,Area more instead wall ground responsibility class long fall next bit cold within me share.,Corrosion,5.1,Under Investigation
INC-04574,SITE-005,0.546321,35.288888,2023-09-03T00:00:00Z,Leak,Low,88.3,Deep off reach let.,Valve Failure,6.6,Under Investigation
INC-01639,SITE-003,-2.311922,37.823854,2024-05-11,Equipment Failure,Low,80.1,Hope on relate significant herself value design partner manage cultural everyone beautiful thought call pick teach nothing hospital coach.,Sensor Malfunction,3.7,Under Investigation
INC-05007,SITE-003,-2.306071,37.826691,2023-10-28,Near Miss,High,57.6,Change people technology per stuff society audience build sea type between car idea two ok.,Valve Failure,5.6,Open
INC-01191,SITE-007,-0.083602,34.776314,2025-06-19,Equipment Failure,Low,84.7,View ball learn responsibility no enough yes record scene military child indeed other check and computer.,Material Fatigue,2.0,Closed
INC-02346,SITE-006,0.071901,35.467907,2023-09-25,Leak,High,63.9,Plan agent reflect most listen foreign hour cell area let something population argue pass wait reach hear.,,5.6,Closed
INC-02381,SITE-002,-4.019972,39.687447,2024-01-07,Leak,Low,81.9,Pressure likely nothing process such.,Corrosion,4.1,Under Investigation
INC-00766,SITE-001,-1.27557,36.804856,2023-07-29,Near Miss,Critical,42.8,Financial imagine fast see reach own yourself simply available economy.,Material Fatigue,17.0,Open
INC-00290,SITE-003,-2.265979,37.863976,2025-02-24,Spill,Medium,78.0,Give hospital each music economy color leg others suffer its.,Valve Failure,4.3,Under Investigation
INC-05020,SITE-005,0.545088,35.254759,2025-01-05,Near Miss,Low,92.3,Source sign civil dog boy voice peace series age population.,Third-party Damage,6.9,Closed
INC-03627,SITE-006,0.016859,35.462467,2024-05-03T00:00:00Z,Leak,,56.4,Body pass hope guy stage nothing.,Third-party Damage,1.5,Under Investigation
INC-01414,SITE-006,0.059113,35.433512,03/07/2024,Leak,Critical,54.9,Father everything wrong mean.,Sensor Malfunction,7.1,Open
INC-02750,SITE-005,0.53545,35.256899,2026-05-24,Near Miss,Medium,67.9,Contain ball each story accept approach skill political event.,Valve Failure,8.9,Under Investigation
INC-03522,SITE-001,-1.273368,36.850333,2025-09-04,Equipment Failure,Medium,84.1,Still analysis ahead paper role voice method glass myself.,Material Fatigue,6.9,Under Investigation
INC-03808,SITE-006,0.017589,35.423982,2024-01-06,Near Miss,Critical,63.2,Miss director song provide.,Sensor Malfunction,5.2,Open
INC-01798,SITE-003,-2.307785,37.836609,2024-09-02,NEAR MISS,Critical,39.6,Figure add after represent meeting population note skill part beautiful response customer ground.,Third-party Damage,8.6,Under Investigation
INC-03928,SITE-003,-2.264356,37.857381,2023-11-09,Leak,Medium,58.9,Light later throughout process professor industry letter lose.,Corrosion,12.9,Open
INC-01177,SITE-006,0.058769,35.461708,2023-12-24,Leak,Critical,46.4,Entire painting still medical man trade interest society mother.,Sensor Malfunction,3.5,Under Investigation
INC-05107,SITE-006,0.017237,35.43727,2025-06-21,Spill,Low,80.8,Us leader so base ready week war act benefit well they cultural.,,10.4,Closed
INC-04675,SITE-003,-2.310971,37.865413,02/14/2025,Near Miss,Low,79.2,National who none own yard region inside identify dog stop own opportunity necessary seven response wide use design college.,,1.8,Closed
INC-04870,SITE-001,-1.309608,36.839211,07/16/2025,,Medium,62.4,Management total huge sense low put everything.,Corrosion,14.3,Closed
INC-01176,SITE-001,-1.314979,36.833572,2026-04-08,fire,Critical,40.8,Position approach president change out owner behind arm say rest.,Valve Failure,7.2,Closed
INC-05445,SITE-005,0.53745,35.286822,2024-12-15,Equip. Failure,Low,80.7,Explain kid performance pressure ready.,Sensor Malfunction,8.5,Under Investigation
INC-01046,SITE-003,-2.317365,37.874507,2026-09-29,Fire,High,78.3,Cost be all east impact between fill so.,,5.5,Under Investigation
INC-01748,SITE-001,-1.313343,36.843119,2025-02-08,Leak,Medium,69.2,Fact matter method rather reason network sound measure side style ever.,Valve Failure,4.9,Open
INC-01036,SITE-002,-4.068661,39.651527,11/02/2024,Leak,Medium,70.9,Realize coach cause toward behavior represent specific cold know deal husband.,,2.0,Closed
INC-00991,SITE-003,-2.309774,37.828912,29/11/2024,Fire,Hi,57.4,Series choose action he treatment student attorney more whole others.,Operator Error,4.9,Open
INC-05060,SITE-002,-4.034361,39.657538,2024-07-22,Fire,Critical,67.2,Before poor approach their from provide pay foot half just.,Valve Failure,14.2,Under Investigation
INC-02365,SITE-005,0.528445,35.292233,2025-02-18,Equipment Failure,Medium,89.4,Keep fire rise government song nor major nearly win physical action age left.,Third-party Damage,4.3,Closed
INC-05682,SITE-006,0.027117,35.426469,2024-01-01,Leak, medium,58.6,Western war production left keep owner.,Operator Error,6.4,Closed
INC-04746,SITE-002,-4.024439,39.649694,2024-08-20T00:00:00Z,Fire,Medium,56.4,Water trade follow lead order true maybe receive each civil everyone.,Corrosion,6.8,Closed
INC-05000,SITE-005,0.487753,35.255231,20-Mar-2026,,Medium,67.4,Goal minute avoid medical however hear wish difference organization sign thought beautiful half those professor in start type foot.,Operator Error,7.4,Under Investigation
INC-01623,SITE-004,-0.288135,36.05404,2023-10-31,Equipment Failure,Low,104.0,Husband clear month officer human move admit fight way admit manage box.,Corrosion,3.1,Closed
INC-02730,SITE-002,-4.02395,39.647128,2024-11-16,Near Miss,Low,74.2,Also like plan land or truth several.,Sensor Malfunction,3.5,Closed
INC-03315,SITE-004,-0.319235,36.06858,2024-10-19,Near Miss,High,65.0,War media economy step produce happy.,Valve Failure,3.5,Closed
INC-04286,SITE-006,0.065283,35.47499,2024-01-05,Leak,Critical,65.8,Instead ten on scientist cause watch move fill phone sister clearly something college civil.,Material Fatigue,6.1,Under Investigation
INC-01827,SITE-003,-2.265568,37.873934,2025-05-07,Leak,Critical,8.4,Our analysis dinner win money space expect fight now.,Material Fatigue,6.4,Closed
INC-02623,SITE-006,0.031194,35.461772,2024-09-21,Leak,Low,80.2,Sit evening body draw also item morning news success.,Corrosion,1.7,Closed
INC-03504,SITE-003,-2.278627,37.824119,12-Apr-2026,Spill,Low,81.0,Least establish office develop provide price drug glass ago recognize rich identify challenge but and.,Sensor Malfunction,3.6,Under Investigation
INC-04767,SITE-002,-4.07862,39.65831,2025-12-17,Near Miss,Medium,57.7,Should message course crime character song opportunity war.,Valve Failure,1.6,Open
INC-05666,SITE-007,-0.128012,34.780054,01/03/2025,leak,High,104.0,Painting six more policy or yard last.,Sensor Malfunction,12.0,Closed
INC-00157,SITE-004,-0.322759,36.104585,2025-10-14, spill ,Critical,53.2,Its sign camera security race fear modern role maybe.,Valve Failure,6.7,Under Investigation
INC-05810,SITE-002,-4.019012,39.686477,2024-11-21,Near Miss,Hi,74.4,Whether laugh region foot data fill service per statement.,,10.4,Open
INC-02851,SITE-003,-2.313316,37.86403,2024-05-27,Leak,High,59.6,American continue behavior sometimes design.,Third-party Damage,5.8,Closed
INC-03407,SITE-001,-1.304634,36.79654,2023-10-17,Near Miss,Low,89.9,War discuss though dog admit college spring save win carry visit condition play let.,Third-party Damage,5.3,Under Investigation
INC-04241,SITE-005,0.506348,35.248943,2025-03-10,Near Miss,Low,90.8,Approach general dog success into beyond any find popular.,Third-party Damage,6.9,Open
INC-04903,SITE-004,-0.291601,36.105393,2026-04-28,Fire, High,55.4,Allow show stop audience small wind toward white station gas.,Third-party Damage,4.7,Closed
INC-02509,SITE-004,-0.275811,36.066141,2023-08-03,Equip. Failure,Critical,49.4,Condition heart hit particular play low eat add on month lawyer kitchen quite can them area.,Material Fatigue,13.3,Open
INC-04124,SITE-005,0.534992,35.240646,2024-04-18,Near  Miss,High,65.4,Training five type especially where along black many system walk five late office rather.,Corrosion,14.2,Open
INC-01924,SITE-003,-2.312698,37.82336,2024-10-13,Near Miss,Critical,38.6,Despite example last least notice rather buy occur which respond.,Sensor Malfunction,14.2,Closed
INC-03538,SITE-006,0.026137,35.47801,2025-11-28,Equipment Failure,High,54.4,Century measure letter newspaper its student whole part wait environment idea sometimes.,Sensor Malfunction,5.3,Closed
INC-02892,SITE-006,0.064024,35.474746,2026-05-15,Leak,High,62.4,Simply time everybody who lawyer first receive.,Operator Error,2.5,Under Investigation
INC-03044,SITE-006,0.071265,35.431531,2026-06-20,Near Miss,Critical,47.2,Political between thought son enter forget record camera environmental blue administration bill.,Material Fatigue,10.0,Closed
INC-04338,SITE-002,-4.067651,39.646498,2024-03-13,Spill,,65.7,Among letter job writer attack green.,Material Fatigue,11.8,Closed
INC-05491,SITE-004,-0.288279,36.090044,2026-02-09,Spill,High,70.5,Technology within mouth mind strategy effort assume instead authority field marriage with billion least window.,Sensor Malfunction,1.4,Open
INC-05069,SITE-003,-2.263312,37.857491,2025-07-15,Spill,HIGH,60.2,Society race once stage behind real three of visit.,Third-party Damage,6.5,Under Investigation
INC-03628,SITE-005,0.527526,35.24409,2024-01-20,Near Miss,High,66.9,Before affect deep product focus need pay mission.,Material Fatigue,10.1,Under Investigation
INC-03745,SITE-002,-4.06331,39.687651,2025-04-09,Equipment Failure,Medium,68.1,Produce care along simple house mind professional.,Sensor Malfunction,1.9,Closed
INC-03508,SITE-006,0.071224,35.43076,2024-10-31,Fire,Low,91.6,Probably establish wrong month another commercial rich maybe.,Operator Error,8.9,Under Investigation
INC-02221,SITE-002,-4.038024,39.693039,31-Jan-2026,Near Miss,Critical,50.1,Particular police this.,Material Fatigue,8.7,Closed
INC-02016,SITE-006,0.072194,35.426647,28/09/2024,Near Miss,High,64.4,Easy top really work whole budget least here leg matter arrive respond person sense.,Third-party Damage,4.0,Closed
INC-00812,SITE-003,-2.277669,37.830152,2024-04-07,Spill,Critical,40.8,Similar could interview above particular wear.,Material Fatigue,6.7,Open
INC-05240,SITE-007,-0.124709,34.783856,2024-02-05,Near Miss,Medium,80.9,World apply center wait surface child art thousand health threat.,Corrosion,11.6,Under Investigation
INC-05837,SITE-003,-2.317179,37.874708,2026-02-16,Equipment Failure,,86.9,Edge tend various wide expect require tax energy mouth threat.,Material Fatigue,1.3,Closed
INC-03677,SITE-003,-2.273343,37.824515,2024-02-12,Spill,High,65.9,My experience current level listen.,Sensor Malfunction,17.5,Open
