audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-02210,SITE-004,2025-01-03,01/08/2025,91.4,Environmental Monitoring,Sea cover protect once card article parent opportunity allow each generation human service attention wrong nothing career car five fast without area positive reduce career.,Probably reflect film recognize threat PM study court science air full.,Leah King,Closed
AUD-00821,SITE-002,03-Aug-2024,2024-08-16,87.1,Documentation,Trade store prepare little rich get interest lot enough son enough no.,Edge benefit building area voice world development bank audience those.,Gabriel Carter,Closed
AUD-01300,SITE-006,2025-03-16,,28.6,Leak Detection,Reality simply among opportunity lead individual include responsibility.,Night beyond time technology apply.,David Johnson,In Progress
AUD-01220,SITE-001,2024-05-01,2024-05-29,99.9,Maintenance Backlog,Major without power modern perform something able defense store meeting raise forget interest.,,Tracy Ramirez,Closed
AUD-02915,SITE-006,2025-01-25,,67.6,Maintenance Backlog,Tonight magazine another left power only today stage effort represent write run next will letter return tough book star imagine.,Up bar cup history truth.,Anthony Martinez,In Progress
AUD-00613,SITE-005,2026-03-13,2026-03-24,80.4,Personnel Training,Wonder second party help son despite work customer even.,Few open beyond value short second finally find single.,Janet Thomas,Closed
AUD-01917,SITE-003,2024-02-08,05/08/2024,55.1,Environmental Monitoring,Close different plant whose any account do president among protect interview tend serve laugh image beyond discover environmental later institution space senior husband apply argue.,Already eat finally ok common continue consumer someone bring.,Joshua Gardner,Closed
AUD-02802,SITE-006,04/04/2026,2026-05-12,49.4,Documentation,Heavy best rate artist will I manager often.,Wide age few change now spring.,Lydia Lee,Closed
AUD-00313,SITE-003,2026-03-07,2026-06-05,30.5,Documentation,Enter writer resource go price clearly finally off career.,Suddenly consider talk.,Abigail Garcia,Closed
AUD-02273,SITE-005,2024-06-11,,61.8,Maintenance Backlog,Wife safe ready wonder city of much especially Republican enjoy.,Morning ask throughout some energy letter return song approach their city lead.,Jennifer Griffin,In Progress
AUD-00989,SITE-006,2025-12-25,,57.1,Leak Detection,Mind can system something word over discussion local relationship enter bag officer color hand soon plan season fill from radio collection Congress.,Represent able plan area option star character country his behind effect.,Denise Pierce,Open
AUD-01172,SITE-004,2026-05-01,2026-05-24,84.5,Leak Detection,Couple likely rather close behavior option city seem television sound white treat when door health value entire beyond teach us.,Author evening bank opportunity practice federal coach worker foreign.,Laura White,Closed
AUD-00513,SITE-001,2026-06-19,2026-07-07,98.6,Maintenance Backlog,Like nice it fall PM course mention great same would.,,Henry Smith,Closed
AUD-00441,SITE-005,2024-09-29,24/10/2024,95.0,Emergency Response,Senior floor everything relationship her kid collection individual husband though despite right hundred role and experience act man above.,,Carolyn Gibson,Closed
AUD-02164,SITE-002,2024-06-17,2024-06-23,65.6,Personnel Training,Way big remain ball book statement Democrat medical play group bed seem politics.,Stage tree market purpose near would dinner.,Ryan Morrow,Closed
AUD-02798,SITE-007,2024-08-06,,81.8,Emergency Response,Country commercial seem structure future explain eat friend memory prepare.,Industry score culture small student manager baby yard.,Michael Blake,In Progress
AUD-02567,SITE-001,2024-03-01,2024-03-30,76.0,Emergency Response,Very question house guy happen Mr the letter throw bring process simply foot amount successful assume.,Kitchen painting animal four shoulder test no writer consider.,Andrew Espinoza,Closed
AUD-01006,SITE-001,08-Oct-2024,,84.3,Safety Equipment,Nation field section make office always gun sell.,Tree bed sit evidence relationship ever.,Jason Garcia,In Progress
AUD-01436,SITE-005,2024-12-26,2025-01-04,82.5,Personnel Training,Question whether join sometimes have little eat ahead protect score.,Along find tell movie beautiful mouth myself religious turn.,Barbara Hughes,Closed
AUD-00554,SITE-005,2025-01-24,02/21/2025,70.2,Environmental Monitoring,Fast treat matter mention cup change ago piece choose current stage company student minute result candidate.,Middle draw against entire list.,Janet Kaiser,Closed
AUD-00194,SITE-004,2025-08-31,,96.2,Documentation,Help image shake end success.,Social quite both try much they attorney which side.,James Mccann,Open
AUD-00436,SITE-006,2025-11-28,2026-01-19,82.6,Safety Equipment,Growth out term charge police east in young likely center girl.,,Keith Bird,Closed
AUD-01283,SITE-002,2024-06-05,2024-07-04T00:00:00Z,79.9,Personnel Training,Itself practice then yet matter Democrat also piece if actually just blood sell hold.,Model test stay by trip similar music author stop show safe candidate.,Kimberly Russell,Closed
AUD-01333,SITE-004,2026-05-10,2026-05-26,61.3,Safety Equipment,Thought loss dog control food move result perhaps everyone institution give own step present become soldier deep class staff civil stand.,,Derek Walker,Closed
AUD-01199,SITE-006,2026-06-04,,56.5,Safety Equipment,Hope with debate ask minute lose cultural two treat but present student personal street with president.,Green through suddenly child view still Republican by.,Michael Blackwell,Open
AUD-00025,SITE-002,2024-08-06,2024-08-19,68.9,Safety Equipment,Common eight idea now oil.,,Joseph Beck,Closed
AUD-00416,SITE-005,2025-10-09,2025-10-16,86.8,Maintenance Backlog,Lawyer director within factor this lawyer product outside day speak institution seem fall present both beat per information.,Its serious firm sea.,Daniel Thompson,Closed
AUD-01680,SITE-005,05/02/2024,2024-05-16,75.0,Safety Equipment,Door forget moment each show model and safe camera officer lead upon true student sister design attention upon style end from argue word parent.,Fight culture together answer.,Monica Smith,Closed
AUD-01141,SITE-001,2024-05-01,05/06/2024,90.8,Maintenance Backlog,Meeting necessary ago movie land for plan glass term film coach.,Success newspaper arm to like physical me this become Congress support.,David Golden,Closed
AUD-01642,SITE-003,2024-06-09,,53.6,Emergency Response,Current throughout keep yeah believe president individual become cultural address development able prevent former magazine foot say.,Assume spend paper pull weight person kind executive.,Mrs. Carolyn Washington,In Progress
AUD-01004,SITE-005,2026-06-14,2026-07-02,88.4,Maintenance Backlog,By as feel scientist body according ask have although remember number present team move network mouth mention task visit everything send.,Ago more add late let home reduce involve.,Christie Wells,Closed
AUD-00572,SITE-005,2024-11-02,,77.9,Safety Equipment,Party soldier poor information he that time school her play than your far question.,Fill kitchen kind growth southern conference.,Ashley Bradley,Open
AUD-00150,SITE-002,2024-07-06,2024-07-30,95.6,Safety Equipment,Energy possible best what fact I investment different appear.,Close those business own.,Lance Schaefer,Closed
AUD-02625,SITE-001,2026-08-06,2025-03-07,86.0,Containment Integrity,Central bag American tough office.,Crime fine picture fund form cold color family raise as make raise.,Hunter Foley,Closed
AUD-00982,SITE-004,2024-07-07,2024-08-01,91.3,Leak Detection,Build strong age dark admit Mr morning culture course.,,Angela Crawford,Closed
AUD-02425,SITE-002,2025-09-13,2025-10-09,67.3,Environmental Monitoring,Kind whether stay write out without nation pull range down past effect party sense light share politics.,,Michael Cortez,Closed
AUD-00876,SITE-005,2025-07-06,,74.8,Emergency Response,Statement economic serve attorney state of low operation century agency game free help game natural operation conference trouble include movement not white brother artist watch fly.,Amount as rather add player film water market.,Ryan Nichols,Open
AUD-01124,SITE-005,2025-02-01,2025-02-24,75.0,Environmental Monitoring,Old direction all manager cover child development page hand alone team account size.,,Nicholas Smith,Closed
AUD-01724,SITE-005,2025-11-04,,89.3,Leak Detection,Artist daughter truth certain relationship beat most she husband mission value place character send work environment gas above teach weight science.,Rise student compare model whole avoid citizen season.,Jonathan Ward,Open
AUD-02280,SITE-004,2025-03-26,2025-04-14,80.3,Documentation,Of program win garden leg most sort play social training poor.,,Kimberly Drake,Closed
AUD-00646,SITE-006,2026-01-27,2026-02-16,55.8,Emergency Response,Reflect might record any per east peace same painting man once social close available example citizen risk.,Recent computer build put close protect allow hit decide poor appear mind.,Dawn Brown,Closed
AUD-01815,SITE-004,2024-03-21,2024-04-03,78.1,Personnel Training,Movie bad believe return customer center today lot several office front add billion see.,Relate television sometimes firm voice parent everybody.,Benjamin Petersen,Closed
AUD-00694,SITE-007,2026-02-01,,75.4,Safety Equipment,Fine director image guess find instead himself dark specific.,Direction when task positive story piece price.,Donna Ramos,Open
AUD-01835,SITE-001,2026-01-26,,83.3,Environmental Monitoring,They economy light culture increase know economy skin three listen next improve young chance career space improve country.,Know number better something manager.,Troy Smith,Open
AUD-00632,SITE-005,2026-02-05,2026-02-01,88.5,Leak Detection,Also expert letter if though bit.,,Jamie Cooke,Closed
AUD-02851,SITE-004,2025-01-02,2025-02-01,80.2,Personnel Training,Occur back determine increase out who move finally board mean data modern goal floor life must leg she line here mother million.,,Ashley Snyder,Closed
AUD-02351,SITE-007,2024-04-11,,75.1,Containment Integrity,Possible cover difference argue event million bed cup her full college professor almost prevent.,Go hand so service quite industry matter stand sort myself reason.,Christina Ford,Open
AUD-01792,SITE-002,2025-11-09,2025-11-27,80.4,Safety Equipment,Expert plan involve never parent president size nor poor stuff.,Chair American computer decide report traditional natural.,Daniel Carr,Closed
AUD-02801,SITE-001,2024-05-30,2024-06-28,77.6,Personnel Training,Read lay drug lay scene third sing billion peace card investment skill her through shoulder.,Race information mean front address firm five growth everybody.,Rita Flores,Closed
